timestamp_ms,aX,aY,aZ,gX,gY,gZ,label
594018,-6.718,12.72,3.735,0.102,-1.515,-1.872,tempo
594218,-3.706,8.844,0.517,2.746,1.429,-1.846,tempo
594416,-0.469,1.123,-7.623,-0.93,-2.164,0.893,tempo
594611,2.765,0.074,-3.172,1.021,1.223,-0.141,tempo
594811,1.188,-10.582,3.661,1.229,1.974,1.282,tempo
595002,-17.873,13.702,16.872,-3.007,1.191,3.159,tempo
595208,-0.223,-0.175,4.334,0.352,-0.514,-0.69,tempo
595408,-14.138,6.613,4.63,2.298,-3.958,-3.631,tempo
595598,2.696,-1.652,-1.769,1.153,-1.492,-1.861,tempo
595796,-8.492,4.293,1.209,-1.442,-2.059,1.13,tempo
595996,-9.424,0.826,-0.005,1.486,2.024,-1.02,tempo
596194,4.463,-1.786,0.474,1.407,-1.275,-2.713,tempo
596382,-20.897,12.416,17.482,-1.346,2.408,4.697,tempo
596583,-2.909,-0.397,-2.557,-1.734,1.743,1.373,tempo
596786,-16.264,11.341,21.251,1.88,-3.091,-6.043,tempo
596989,4.01,2.239,-3.39,1.548,-1.391,-1.632,tempo
597194,-7.666,3.883,8.047,-1.69,-3.341,1.417,tempo
597391,-6.608,-0.163,-3.378,1.705,0.736,-1.188,tempo
597593,2.466,0.91,2.212,1.463,-1.331,-2.74,tempo
597786,-22.726,11.504,17.863,-2.876,2.795,4.455,tempo
597981,-3.369,-4.779,-0.95,-1.858,2.121,1.339,tempo
598171,-16.891,12.598,18.265,0.808,-2.151,-3.288,tempo
598361,5.035,-3.546,0.654,1.49,-1.113,-0.452,tempo
598566,-5.744,8.226,7.08,-2.444,-0.611,1.024,tempo
598766,-8.622,-0.622,-2.306,1.872,-1.521,-0.825,tempo
598966,4.678,1.171,0.103,1.468,-2.325,-2.846,tempo
599166,-22.079,10.276,22.096,-1.244,4.309,2.21,tempo
599360,-4.764,-1.07,-5.274,-0.933,2.634,1.808,tempo
599550,-15.859,1.173,20.253,2.116,1.961,-5.041,tempo
599741,4.606,-3.053,-0.795,0.709,0.13,-1.172,tempo
599945,-10.922,4.779,9.682,-3.106,-0.277,2.081,tempo
600140,-2.243,-5.286,2.67,1.125,-1.467,-0.855,tempo
600331,2.215,3.577,3.227,-0.77,-0.957,0.327,tempo
600530,-13.834,12.823,23.961,-1.057,4.135,4.375,tempo
600736,-1.058,-3.706,-7.072,-0.916,0.995,1.951,tempo
600943,-16.254,14.669,23.339,0.075,-1.978,-4.105,tempo
601137,4.537,-0.903,1.465,1.137,0.097,-0.719,tempo
601336,-6.902,3.974,9.064,-2.592,0.671,3.219,tempo
601541,-5.777,-4.393,-6.199,2.32,-0.567,-1.764,tempo
601741,5.049,-3.472,-1.393,0.629,-0.872,-1.581,tempo
601936,-16.893,8.478,21.081,-1.228,2.332,2.883,tempo
602133,-3.285,-5.207,-3.172,-0.488,0.548,0.612,tempo
602337,-15.629,14.471,27.224,1.081,-1.977,-2.465,tempo
602531,6.213,-3.462,3.045,1.676,-0.806,-1.489,tempo
602731,-5.076,6.773,5.473,-2.384,-1.887,1.98,tempo
602933,-8.068,-2.207,-2.447,3.432,-1.637,-2.888,tempo
603133,6.314,-3.333,-0.457,0.275,-2.371,-1.302,tempo
603331,-16.838,10.104,18.723,-1.729,3.452,3.734,tempo
603525,-6.776,-0.824,-3.16,-0.177,1.528,1.334,tempo
603728,-12.548,-18.256,-0.649,-1.863,-4.736,-0.962,tempo
603920,4.539,-3.579,4.413,1.113,0.077,-0.334,tempo
604112,-11.083,8.528,21.457,-2.279,1.528,2.916,tempo
604313,-0.273,1.099,1.324,-0.28,2.425,-0.574,tempo
604510,4.448,2.909,0.646,-0.308,-2.673,0.272,tempo
604708,-2.964,12.658,-0.182,1.987,2.557,-0.952,tempo
604902,0.838,-0.378,-4.829,-2.238,-2.8,2.016,tempo
605106,-36.775,27.143,21.375,2.962,-0.035,-0.542,tempo
605301,0.364,-0.342,-2.626,0.137,0.096,-0.738,tempo
605496,-13.939,14.207,19.304,-1.637,-1.435,-0.691,tempo
605693,2.033,-4.326,2.332,-1.889,4.138,1.922,tempo
605896,-5.006,5.923,8.004,-0.102,-2.41,-2.159,tempo
606090,1.571,0.436,-1.343,2.032,-1.282,-1.92,tempo
606303,-1.386,-1.384,-1.784,-0.365,-1.053,2.134,tempo
606498,-32.233,10.154,16.534,-1.308,3.954,2.483,tempo
606702,3.079,-0.158,1.772,0.598,0.333,0.525,tempo
606896,-13.81,13.927,29.36,-2.52,1.28,2.133,tempo
607098,0.651,-3.041,5.935,-0.941,3.006,0.709,tempo
607482,-5.617,14.485,0.022,4.912,1.549,-2.029,tempo
607733,-2.21,-2.43,-1.496,-0.394,2.827,2.027,tempo
607951,-8.54,5.318,13.819,0.338,-3.301,-2.848,tempo
608150,2.356,2.282,0.376,1.634,0.538,-1.035,tempo
608353,0.172,0.881,-4.501,-2.845,-0.877,2.647,tempo
608550,-27.746,11.006,18.68,0.475,1.895,1.19,tempo
608750,3.069,-5.547,-5.818,1.331,-1.445,-0.765,tempo
608950,-12.215,8.868,15.984,-2.231,-0.654,2.84,tempo
609151,-4.796,-4.741,2.21,1.902,-0.683,-0.792,tempo
609340,5.99,-1.578,4.003,-0.505,-1.439,0.183,tempo
609541,-16.151,25.563,22.388,0.601,3.379,1.278,tempo
609745,-3.187,-4.798,-0.752,-1.895,2.906,1.052,tempo
609948,-10.211,7.997,9.426,1.014,-2.647,-2.752,tempo
610153,3.903,0.369,-0.678,1.357,-1.086,-1.361,tempo
610353,-5.231,4.391,3.1,-1.842,-2.209,1.643,tempo
610545,-12.175,1.358,1.791,3.209,-1.236,-1.768,tempo
610740,2.808,-2.191,-1.144,-0.335,0.223,-0.847,tempo
610935,-17.521,9.328,24.184,1.105,1.72,2.674,tempo
611131,-8.456,-2.27,-4.049,0.412,2.29,1.964,tempo
611321,-13.618,-12.838,2.181,-0.241,-0.956,-2.85,tempo
611523,2.66,-0.069,2.389,1.989,-0.807,-2.017,tempo
611715,-7.714,5.227,7.259,-2.422,-1.679,1.593,tempo
611911,-4.726,-1.044,-1.561,3.008,-2.061,-1.059,tempo
612116,2.72,-1.046,-1.286,0.766,-1.448,-2.564,tempo
612316,-19.563,13.022,16.039,-0.934,3.067,1.326,tempo
612510,-5.703,-1.267,-5.298,-0.82,4.671,1.455,tempo
612707,-10.513,7.618,16.324,0.655,-3.037,-2.442,tempo
612913,3.342,1.367,-0.168,1.588,0.378,-1.306,tempo
613111,-1.463,-0.163,0.632,-2.017,-2.426,1.141,tempo
613313,-19.474,2.186,8.222,1.359,1.803,-2.324,tempo
613513,0.694,5.193,2.342,1.493,-1.634,-2.253,tempo
613710,-15.502,26.674,27.469,-2.618,2.704,1.037,tempo
613913,1.788,-3.563,-3.718,-1.966,6.127,4.34,tempo
614110,-4.247,4.839,2.071,-0.212,-3.802,-1.353,tempo
614312,-7.666,10.676,0.249,5.872,-1.71,-2.379,tempo
614510,-0.385,-1.441,-6.788,-0.938,-0.288,1.899,tempo
614712,-18.493,1.769,16.853,-0.471,-2.653,0.322,tempo
614905,4.472,1.123,-1.252,0.205,-1.674,0.133,tempo
615178,-4.551,1.355,-0.778,-0.691,-3.195,1.255,tempo
615372,-16.903,-0.927,21.976,2.625,3.354,-1.621,tempo
615565,3.069,0.752,-4.975,2.224,-3.763,-3.55,tempo
615757,-11.028,21.483,7.738,3.733,3.28,-1.881,tempo
9000000,-7.945,5.925,5.609,2.246,-0.333,-4.193,intense
9000050,-1.514,4.792,4.288,0.371,0.747,3.258,intense
9000100,2.865,9.326,-2.229,-3.247,0.789,3.671,intense
9000150,-5.438,6.724,13.647,-4.651,-0.887,1.373,intense
9000200,5.791,5.112,11.707,0.794,2.397,-3.117,intense
9000250,1.671,-10.174,-25.749,-1.942,-2.697,2.453,intense
9000300,2.968,-6.629,17.592,-3.207,-0.209,-0.823,intense
9000350,-4.455,17.824,14.98,1.12,2,1.34,intense
9000400,-14.464,-0.608,1.125,1.598,-0.7,6.54,intense
9000450,-17.06,-5.186,16.606,4.55,1.567,2.34,intense
9000500,13.256,6.872,-10.787,-1.703,2.909,-4.042,intense
9000550,-5.547,11.039,3.055,2.316,1.792,6.5,intense
9000600,2.37,0.687,-0.022,-2.661,2.907,-1.587,intense
9000650,-6.949,16.992,-2.043,-0.94,-5.474,-3.031,intense
9000700,-13.664,12.989,21.919,-0.059,0.834,0.47,intense
9000750,8.644,18.72,10.421,-3.235,2.76,1.067,intense
9000800,10.564,7.641,31.414,-1.148,4.829,0.322,intense
9000850,-12.97,-5.541,5.112,4.555,2.499,1.929,intense
9000900,-38.074,16.532,13.948,-1.76,-1.832,-0.006,intense
9000950,17.286,-4.661,1.652,4.358,-1.288,-1.02,intense
9001000,-4.68,-6.895,9.749,-3.871,2.706,0.009,intense
9001050,24.826,11.37,24.071,-4.17,-0.316,0.905,intense
9001100,17.567,-12.171,19.383,1.892,4.651,1.995,intense
9001150,-5.297,1.74,-8.602,0.625,-0.525,5.657,intense
9001200,-14.249,11.845,-12.613,-1.265,0.833,2.307,intense
9001250,13.549,7.47,-6.966,1.465,1.601,1.377,intense
9001300,-15.454,21.601,8.099,2.239,3.872,1.706,intense
9001350,-2.132,33.834,10.046,-0.947,0.386,4.152,intense
9001400,-4.397,14.233,21.947,-1.641,-5.13,0.838,intense
9001450,-2.899,0.704,17.889,1.944,-2.935,1.451,intense
9001500,-8.647,-9.796,12.662,-0.145,-2.186,1.464,intense
9001550,0.589,1.07,12.004,3.248,-2.088,1.066,intense
9001600,-5.963,35.192,-16.279,2.225,-0.869,-0.281,intense
9001650,19.671,7.897,35.012,-1.415,1.102,-1.374,intense
9001700,-15.324,8.75,3.468,0.648,-6.265,5.607,intense
9001750,-8.254,28.915,-5.589,0.936,9.545,-2.435,intense
9001800,-26.187,1.442,12.906,2.219,3.921,-0.72,intense
9001850,-27.63,2.78,22.503,1.49,-5.821,-0.098,intense
9001900,12.875,33.519,14.021,0.99,-3.671,-2.361,intense
9001950,-5.367,14.038,14.252,-1.53,-3.406,-2.178,intense
9002000,-21.619,15.721,-21.904,-1.066,1.4,4.262,intense
9002050,-5.037,20.015,2.012,-2.382,-1.973,4.277,intense
9002100,7.422,13.849,48.628,-0.103,1.911,0.861,intense
9002150,-8.995,35.794,25.833,-4.478,-1.15,1.199,intense
9002200,4.573,-8.181,-21.195,-6.1,-0.163,-0.289,intense
9002250,-1.34,-1.236,-8.303,-6.474,1.038,1.036,intense
9002300,7.405,17.49,4.616,4.318,-0.359,-1.85,intense
9002350,-13.028,0.982,-20.072,0.5,0.8,-1.014,intense
9002400,-15.637,12.462,28.461,0.122,-1.473,-1.656,intense
9002450,-6.942,-7.177,5.434,0.196,5.584,2.642,intense
9002500,7.959,-0.555,15.374,-3.646,0.986,1.172,intense
9002550,-16.347,31.993,14.092,-6.089,1.709,-1.141,intense
9002600,-5.981,13.589,11.882,-6.525,-3.425,2.163,intense
9002650,11.566,30.838,29.54,-6.578,2.358,-5.366,intense
9002700,15.784,11.04,-7.265,6.432,1.982,-5.295,intense
9002750,-2.038,-0.774,8.391,-1.489,4.17,-3.985,intense
9002800,-1.715,29.77,-3.337,0.674,0.656,-1.931,intense
9002850,2.747,9.165,-4.797,5.638,2.425,-0.468,intense
9002900,-14.595,-1.412,22.387,-0.469,1.428,-0.516,intense
9002950,2.322,6.608,16.548,-0.586,2.539,1.883,intense
9003000,-7.574,-2.317,-4.751,-2.37,-2.903,2.424,intense
9003050,-6.629,26.841,35.492,0.078,-4.594,-1.068,intense
9003100,-7.017,-9.861,3.869,0.918,-1.328,-2.152,intense
9003150,-16.243,29.44,5.004,-2.656,-1.069,2.672,intense
9003200,-15.243,13.782,16.099,2.397,4.249,-1.541,intense
9003250,9.292,-1.514,2.043,3.827,2.517,0.006,intense
9003300,-22.084,14.74,-0.88,-2.956,-1.894,0.69,intense
9003350,-34.634,12.329,9.174,-1.87,3.161,1.712,intense
9003400,-14.185,-0.04,15.689,-4.851,-0.948,-1.767,intense
9003450,-5.057,10.534,7.46,3.632,0.734,-0.882,intense
9003500,-22.347,16.662,13.602,4.643,-2.192,0.074,intense
9003550,-6.792,6.949,7.13,-5.487,2.525,1.829,intense
9003600,9.261,34.995,3.013,-0.116,0.079,5.438,intense
9003650,-29.371,13.829,-11.385,-8.261,-6.012,-3.869,intense
9003700,8.432,-2.42,4.157,-3.723,1.883,-3.085,intense
9003750,11.788,-3.917,-2.56,0.393,0.124,3.989,intense
9003800,-4.375,-6.494,-0.004,-1.833,2.225,1.075,intense
9003850,-7.612,18.435,0.394,-0.436,0.592,4.279,intense
9003900,-7.33,3.79,-6.073,2.195,-1.713,0.962,intense
9003950,-31.672,20.518,-9.649,-2.487,3.226,-3.737,intense
9004000,-7.073,8.891,-5.482,4.297,4.546,-5.521,intense
9004050,-25.561,17.699,-9.288,-1.244,0.439,1.937,intense
9004100,-9.014,9.143,-2.709,4.136,-1.436,0.951,intense
9004150,-12.907,9.276,4.898,-0.52,-2.991,2.23,intense
9004200,13.09,10.918,16.154,2.682,2.834,0.849,intense
9004250,-3.135,18.368,7.86,-3.117,0.122,-5.288,intense
9004300,-6.08,12.96,22.45,0.484,2.834,-0.002,intense
9004350,-19.817,-8.937,-5.122,-4.372,1.951,-0.581,intense
9004400,1.699,8.881,20.051,3.393,-1.886,-0.768,intense
9004450,-13.193,-11.456,15.44,3.804,0.031,-1.381,intense
9004500,8.727,-20.14,9.218,0.459,-1.663,3.896,intense
9004550,7.105,4.866,5.916,-1.242,-1.486,-3.663,intense
9004600,12.629,20.336,16.977,-3.502,6.293,5.544,intense
9004650,-3.461,-2.851,-3.83,1.339,-2.689,-0.096,intense
9004700,8.697,-10.082,32.072,5.013,-3.661,-3.958,intense
9004750,-9.826,-4.374,3.703,-8.26,-0.636,5.048,intense
9004800,-21.074,4.723,-11.62,2.042,-0.626,5.434,intense
9004850,-3.208,3.534,13.878,-1.62,-3.968,0.845,intense
9004900,-8.361,9.996,11.693,-1.633,1.315,4.866,intense
9004950,-20.955,28.849,3.965,-2.453,7.332,0.434,intense
9005000,12.5,17.811,-14.007,0.387,-1.526,-3.757,intense
9005050,-29.918,9.227,14.378,1.25,-0.867,-2.236,intense
9005100,-19.323,1.338,-5.913,-0.65,-0.019,-2.509,intense
9005150,-9.133,-1.124,6.944,1.623,0.584,1.322,intense
9005200,-28.302,3.456,10.459,2.052,-4.744,0.446,intense
9005250,10.287,5.857,5.816,1.441,0.791,1.889,intense
9005300,-5.022,9.83,-2.781,-0.545,3.809,-0.572,intense
9005350,-8.276,2.102,16.84,-2.735,2.782,-2.624,intense
9005400,-20.28,10.471,8.627,0.952,3.238,-1.155,intense
9005450,-0.02,-2.918,22.74,2.024,1.66,0.526,intense
9005500,-16.606,4.072,13.272,-0.061,0.421,-3.807,intense
9005550,-3.555,-0.303,-6.542,-0.495,-5.52,1.956,intense
9005600,5.502,7.359,-5.422,-3.025,-0.403,-6.786,intense
9005650,-3.564,15.973,3.101,-1.582,0.596,0.982,intense
9005700,8.771,8.221,-1.622,-1.476,0.596,4.357,intense
9005750,-10.324,-4.63,-3.876,-6.708,1.039,-3.812,intense
9005800,-22.652,-15.712,-6.975,1.819,-3.884,-4.899,intense
9005850,-3.593,3.906,12.402,2.37,0.025,-3.634,intense
9005900,-7.671,14.003,-0.287,-4.6,3.358,-1.163,intense
9005950,-11.525,8.192,19.881,0.844,-0.95,1.91,intense
9006000,22.985,24.653,15.411,-3.591,11.306,-3.356,intense
9006050,-11.019,-0.399,27.336,1.345,-4.231,0.749,intense
9006100,1.383,4.178,-8.252,-2.32,-1.261,0.064,intense
9006150,-13.019,16.823,-4.874,-5.54,-2.168,3.777,intense
9006200,-13.738,36.09,13.144,-3.726,-2.453,0.681,intense
9006250,-21.898,36.495,-5.386,2.179,4.43,-0.306,intense
9006300,-19.444,4.723,11.528,2.802,0.22,-3.921,intense
9006350,-5.429,-0.08,-20.29,-2.232,-4.247,1.643,intense
9006400,20.246,30.305,-0.165,-1.496,2.116,2.972,intense
9006450,-11.653,6.288,34.587,-0.344,-1.406,0.336,intense
9006500,1.826,-4.26,3.895,-3.732,-0.785,5.255,intense
9006550,4.013,6.889,-4.664,-0.997,3.202,-1.573,intense
9006600,13.581,-8.484,3.374,5.577,-5.974,3.328,intense
9006650,-30.994,6.919,4.843,2.638,-9.414,-5.37,intense
9006700,-13.641,8.443,-4.165,-0.707,-3.509,-1.124,intense
9006750,-17.431,10.928,14.268,4.585,-1.919,-0.89,intense
9006800,-5.355,4.461,6.35,-4.999,1.165,-2.563,intense
9006850,-18.919,-11.058,21.513,-0.45,3.498,0.762,intense
9006900,-28.995,-5.004,16.474,-2.45,-3.221,-0.502,intense
9006950,-8.389,-4.142,2.923,-1.531,-7.72,1.407,intense
9007000,-16.954,23.653,-7.377,-5.055,3.613,-4.438,intense
9007050,-14.588,15.168,2.879,-5.298,0.614,-0.544,intense
9007100,11.332,15.064,44.946,-5.267,-0.015,-2.987,intense
9007150,9.589,17.862,16.425,-2.487,-2.185,-5.683,intense
9007200,17.078,14.099,3.739,2.987,2.303,2.731,intense
9007250,-27.918,-0.566,9.443,1.137,2.922,-2.824,intense
9007300,-4.283,34.464,15.649,2.786,-0.008,2.149,intense
9007350,18.354,9.28,22.3,-2.8,1.82,2.532,intense
9007400,-16.152,21.177,-1.441,-2.577,0.046,5.41,intense
9007450,-1.826,19.229,-2.147,0.248,-3.48,-1.599,intense
9007500,5.281,7.539,25.141,-0.648,-0.544,3.575,intense
9007550,-14.756,-10.237,23.266,1.325,-6.446,0.125,intense
9007600,-11.451,28.938,-2.112,-1.858,-2.681,-2.951,intense
9007650,-15.457,-9.231,-5.89,-5.141,-4.442,-4.367,intense
9007700,-13.036,-0.204,-8.331,1.53,-0.094,-1.21,intense
9007750,-12.264,27.115,9.998,1.521,-7.708,-1.83,intense
9007800,-35.309,2.886,11.666,-2.158,1.606,-2.864,intense
9007850,1.773,-10.643,3.729,1.343,1.658,-0.356,intense
9007900,20.186,3.027,1.363,-8.83,5.357,-1.033,intense
9007950,-21.876,23.851,22.444,0.347,-4.255,1.173,intense
9008000,-14.389,-6.049,20.042,-6.824,1.751,1.286,intense
9008050,21.689,11.902,-18.73,-2.676,0.244,0.996,intense
9008100,7.241,-15.516,2.876,3.104,4.682,5.211,intense
9008150,-11.268,21.171,28.396,3.834,2.221,2.318,intense
9008200,-16.663,-9.367,19.286,-1.111,-0.034,-1.62,intense
9008250,-11.304,10.793,-5.773,0.219,0.788,-0.217,intense
9008300,-16.039,17.439,30.408,-1.924,3.753,2.49,intense
9008350,-41.819,-1.134,-0.948,2.502,0.615,1.328,intense
9008400,2.59,-2.787,-2.332,-3.913,-0.461,-0.333,intense
9008450,-3.689,-0.728,18.332,2.935,4.69,1.992,intense
9008500,-3.496,16.069,14.622,-2.086,3.918,4.812,intense
9008550,20.689,8.423,11.053,1.332,0.042,1.734,intense
9008600,-7.636,5.675,28.987,0.527,0.251,2.47,intense
9008650,-3.971,11.499,6.205,-3.905,-0.043,-3.183,intense
9008700,-3.163,-6.177,18.459,2.398,0.891,-0.28,intense
9008750,-0.38,-15.58,-6.71,-0.476,1.086,-0.222,intense
9008800,-19.562,9.601,1.329,-3.42,1.039,-0.588,intense
9008850,10.153,15.986,16.183,1.029,-2.486,-2.62,intense
9008900,-25.861,42.548,-6.493,-0.671,-1.031,-0.787,intense
9008950,-13.885,-14.42,-5.477,-4.45,-0.33,-1.916,intense
9009000,-15.277,10.591,-0.285,2.983,-1.109,0.63,intense
9009050,-23.892,15.882,1.935,1.308,1.04,-0.486,intense
9009100,-3.065,3.376,23.826,2.99,1.497,-3.304,intense
9009150,-20.841,0.034,3.937,1.434,-2.64,3.296,intense
9009200,-5.951,-16.153,1.059,-8.273,-2.205,-1.538,intense
9009250,-14.241,4.097,2.074,-1.9,4.557,3.402,intense
9009300,-21.415,23.047,-13.267,-2.607,4.626,-6.271,intense
9009350,1.76,-7.042,5.2,-0.577,5.142,-2.27,intense
9009400,-6.932,15.524,3.853,-2.631,-0.128,0.262,intense
9009450,5.935,-3.317,1.386,1.033,-0.452,-0.519,intense
9009500,-6.23,-0.35,-2.996,1.41,-3.235,3.263,intense
9009550,-3.066,-7.318,10.538,0.535,2.336,3.245,intense
9009600,-10.947,-0.493,-0.575,-3.139,-2.189,0.797,intense
9009650,-5.794,2.104,-2.228,1.113,-1.455,-2.912,intense
9009700,-8.048,4.826,-6.376,2.647,2.588,0.115,intense
9009750,-4.231,14.328,6.613,2.852,5.018,0.225,intense
9009800,-0.057,18.481,2.774,-3.611,2.768,-4.393,intense
9009850,18.149,18.445,9.346,0.164,5.304,-2.649,intense
9009900,-21.663,0.822,3.728,-3.221,0.512,0.381,intense
9009950,-16.987,27.237,-10.401,-4.086,1.178,-0.581,intense
9010000,-0.361,0.572,-5.917,-2.066,-2.001,1.47,intense
9010050,-12.479,17.137,14.351,3.33,2.752,2.196,intense
9010100,4.393,1.8,3.726,-5.856,0.925,-1.887,intense
9010150,-0.579,14.33,-9.901,-3.244,-0.998,-1.449,intense
9010200,-3.745,-5.865,7.59,-5.403,-6.415,2.007,intense
9010250,-23.622,1.281,-10.717,-4.508,-1.147,-1.148,intense
9010300,7.265,13.394,3.736,2.425,3.4,1.152,intense
9010350,-11.485,20.223,29.107,2.114,5.362,2.594,intense
9010400,5.46,-5.082,-6.919,-0.158,-4.958,-1.66,intense
9010450,5.709,0.018,13.665,-4.324,-1.431,2.866,intense
9010500,-3.185,11.483,28.309,4.15,-2.581,3.69,intense
9010550,-14.306,7.789,7.19,3.434,-3.338,1.265,intense
9010600,1.074,17.738,4.37,3.211,-2.085,3.212,intense
9010650,-1.245,-8.801,12.099,0.574,-1.017,-2.062,intense
9010700,-9.243,-9.306,28.134,-3.61,-1.934,3.206,intense
9010750,1.898,16.643,25.959,-0.999,-3.089,2.364,intense
9010800,4.75,4.077,-8.82,3.965,1.778,-3.846,intense
9010850,4.529,-9.292,0.967,-3.595,-1.863,-2.333,intense
9010900,-14.28,16.691,10.682,2.012,3.327,-1.044,intense
9010950,-4.921,14.458,28.334,2.877,4.195,2.853,intense
9011000,8.273,-13.416,18.011,0.681,0.213,-1.476,intense
9011050,-11.741,12.994,17.5,-4.793,0.704,-1.57,intense
9011100,-18.836,12.711,2.891,-2.109,-2.257,0.788,intense
9011150,-6.136,-5.1,-3.512,-0.584,1.265,-2.939,intense
9011200,0.589,-1.888,41.097,-3.011,-2.32,0.543,intense
9011250,-18.182,17.932,29.518,-1.24,0.568,-1.45,intense
9011300,-6,25.181,18.178,-2.894,4.688,3.254,intense
9011350,0.566,0.089,7.821,-2.545,1.453,-0.886,intense
9011400,-36.172,19.114,9.393,3.451,-0.359,0.528,intense
9011450,9.057,12.654,10.6,10.286,-0.457,0.474,intense
9011500,17.409,-1.66,-6.012,-4.583,1.651,1.752,intense
9011550,4.01,-8.243,19.573,3.831,-0.242,0.091,intense
9011600,3.121,12.406,15.025,-3.475,-0.474,-3.395,intense
9011650,2.522,14.363,5.765,0.95,-4.62,2.402,intense
9011700,-12.308,9.549,20.942,-2.421,3.642,0.347,intense
9011750,-5.619,14.673,-8.588,1.901,0.235,2.902,intense
9011800,-8.927,3.64,11.62,-0.19,-3.472,-0.543,intense
9011850,11.113,6.883,-3.881,2.291,-5.51,-5.937,intense
9011900,-6.056,10.171,9.755,-2.857,-0.401,-3.916,intense
9011950,-3.036,-11.384,5.134,0.837,-5.22,-1.463,intense
9012000,4.64,26.588,-11.8,1.088,-3.658,-3.767,intense
9012050,15.547,16.018,-3.052,0.701,1.976,0.508,intense
9012100,24.338,15.269,-30.412,-0.929,-2.16,-0.572,intense
9012150,-5.818,0.186,-6.561,4.363,1.842,-1.878,intense
9012200,3.175,16.102,22.841,-3.377,2.39,-1.702,intense
9012250,9.593,5.691,-21.397,0.113,-5.302,-0.608,intense
9012300,-6.786,3.184,-11.586,-3.57,-2.484,-0.695,intense
9012350,11.395,16.509,1.098,4.076,-4.054,1.918,intense
9012400,-8.366,10.836,14.981,-2.175,2.453,-0.026,intense
9012450,26.559,4.349,22.865,2.071,-3.472,3.81,intense
9012500,-20.316,-18.784,17.666,3.421,0.206,-0.731,intense
9012550,15.38,16.542,-1.198,2.341,-3.68,-1.565,intense
9012600,-20.19,-18.4,-7.716,3.911,-3.243,-1.54,intense
9012650,-21.673,18.387,7.015,1.57,-0.267,-3.279,intense
9012700,-19.148,18.047,6.282,2.478,-9.438,3.108,intense
9012750,-12.669,34.074,0.616,0.09,2.031,-2.452,intense
9012800,5.782,0.257,23.114,2.538,1.537,-2.028,intense
9012850,-8.843,11.599,-18.417,-1.766,2.864,-3.551,intense
9012900,11.266,0.46,11.041,-3.673,1.503,1.296,intense
9012950,9.341,24.249,22.669,0.669,-3.628,3.707,intense
9013000,-23.606,2.735,16.214,1.419,4.829,-0.011,intense
9013050,-28.816,4.697,9.176,-1.122,4.287,-0.693,intense
9013100,-25.384,13.601,-7.346,5.44,0.86,-3.929,intense
9013150,8.572,36.431,-18.051,2.89,1.502,0.492,intense
9013200,-1.365,13.903,-1.663,4.515,-3.999,5.484,intense
9013250,14.624,-6.234,6.932,4.544,-1.423,-0.455,intense
9013300,-11.432,22.01,-0.596,-0.031,1.671,-0.581,intense
9013350,-17.697,-8.099,-11.978,-3.775,-5.112,-2.035,intense
9013400,-1.947,8.649,-3.333,-3.258,-2.93,-3.886,intense
9013450,-22.684,16.572,-10.558,0.055,-1.804,6.798,intense
9013500,-30.259,10.32,2.828,-2.468,0.996,0.436,intense
9013550,-20.43,13.115,11.865,4.19,-1.78,4.117,intense
9013600,-8.657,-15.712,13.539,-0.261,-2.597,2.613,intense
9013650,-12.367,20.203,5.966,2.401,2.088,1.325,intense
9013700,-19.933,19.037,7.272,6.407,1.486,2.103,intense
9013750,-16.326,3.126,8.209,-3.746,-3.461,-0.304,intense
9013800,-7.051,10.425,20.964,-1.281,2.093,-0.405,intense
9013850,-8.619,11.085,-18.847,0.212,-1.865,-2.604,intense
9013900,-31.474,2.685,-16.468,2.784,-0.668,-4.71,intense
9013950,-15.093,17.059,-0.436,-0.9,-1.058,-0.359,intense
9014000,-28.947,7.454,0.024,9.452,-0.589,-1.276,intense
9014050,7.344,6.128,10.167,-2.797,4.716,-1.757,intense
9014100,-0.933,21.588,3.194,0,1.81,1.912,intense
9014150,-20.716,10.178,-4.817,-2.385,-1.895,3.405,intense
9014200,15.554,39.265,6.293,-2.693,-2.858,4.501,intense
9014250,-26.768,4.196,-0.076,5.6,-2.99,3.085,intense
9014300,11.73,5.999,12.819,-4.924,-0.215,-0.602,intense
9014350,-40.824,12.985,11.44,-5.419,-4.187,-2.098,intense
9014400,-13.144,4.324,-4.977,-3.225,0.97,-1.331,intense
9014450,-7.442,5.244,12.715,-0.494,2.635,0.288,intense
9014500,6.002,22.965,-11.256,2.95,5.398,-2.723,intense
9014550,-6.43,3.714,12.51,1.664,-1.958,3.675,intense
9014600,-17.565,6.34,19.795,6.251,-1.488,2.19,intense
9014650,-3.029,-10.989,-4.94,-3.855,-1.46,-1.167,intense
9014700,-5.623,23.332,12.281,8.49,-0.68,2.21,intense
9014750,-0.405,26.079,2.266,2.705,4.937,-2.018,intense
9014800,-7.011,14.052,1.565,-2.801,5.548,-0.643,intense
9014850,17.41,1.899,4.411,2.551,-0.568,-2.517,intense
9014900,-15.719,11.272,-1.326,0.282,-6.722,-1.563,intense
9014950,-8.434,1.848,-5.42,-2.827,0.262,4.164,intense
9015000,-24.879,4.685,19.213,1.07,-0.231,-1.262,intense
9015050,-5.821,6.787,-20.331,-2.291,-5.799,3.615,intense
9015100,5.106,-1.459,17.061,7.836,-1.819,3.638,intense
